seller_name,sustainable_material_count,eco_label_count,environmental_keyword_count,product_quality_complaint_count,product_damage_complaint_count,product_safety_complaint_count,customer_service_complaint_count,counterfeit_complaint_count,governance_keyword_count,E_score,S_score,G_score,ESG_reference_score,ESG_level,ESG_rank
VRMI,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.16342411856642794,1.0,0.9,0.556163831729529,Moderate,62
WQH-US,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.44999999999999984,1.0,0.0,0.3432956353067862,1.0,0.6124999999999998,0.5555509801553115,Moderate,63
Springrain Store,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.44999999999999984,1.0,0.0,0.3432956353067862,1.0,0.6124999999999998,0.5555509801553115,Moderate,63
Memoriesea,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25335987693660705,1.0,0.75,0.5539148204261253,Moderate,64
HOMEPAL,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25335987693660705,1.0,0.75,0.5539148204261253,Moderate,64
XIEERDUO,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25335987693660705,1.0,0.75,0.5539148204261253,Moderate,64
BOOJO Flagship Store,0.1583531274742676,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.24887377022455537,1.0,0.75,0.5517014383291154,Moderate,65
Wisdom Gate,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5409836065573771,0.16342411856642794,1.0,0.8852459016393442,0.5515780560845049,Moderate,66
KENWAY,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5192307692307692,0.16342411856642794,1.0,0.8798076923076923,0.5498877862153455,Moderate,67
LY Berditchev Co.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.16342411856642794,1.0,0.875,0.5483934896643494,Moderate,68
VooVeeYA,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.16342411856642794,1.0,0.875,0.5483934896643494,Moderate,68
unknown,0.053578262533486395,0.0,1.0,0.9311136624569465,0.9770378874856488,1.0,1.0,0.885189437428244,0.5843857634902412,0.19233572860506187,0.9678530424799083,0.8386911595866822,0.5450784023781574,Moderate,69
topshoesUS,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.44999999999999996,0.16342411856642794,1.0,0.8625,0.5445083186317596,Moderate,70
Flag Giant Ship,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.44796380090497734,0.16342411856642794,1.0,0.8619909502262444,0.5443500989969483,Moderate,71
Voadera,0.0033003300330032995,0.0,1.0,0.504950495049505,1.0,1.0,1.0,1.0,0.900990099009901,0.16520502467276812,0.8019801980198019,0.9752475247524752,0.5416581194212973,Moderate,72
HUA RONG,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.16342411856642794,1.0,0.85,0.5406231475991699,Moderate,73
ShoeMall,0.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,0.44999999999999996,0.16342411856642794,0.98,0.8625,0.5405923116186383,Moderate,74
Zhengdaqian,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.9,0.16342411856642794,0.7999999999999999,0.975,0.5403147877938543,Moderate,75
KISAHAPPARELS,0.0025157232704402332,0.0,1.0,0.886792452830189,0.9471698113207548,0.8113207547169815,1.0,1.0,0.6641509433962265,0.16478163944748725,0.8686792452830192,0.9160377358490566,0.5361057113997181,Moderate,76
PRETTYGARDEN,0.05555555555555553,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15000000000000002,0.19340270468982096,1.0,0.7875,0.5359883061321122,Moderate,77
Floerns,0.0,0.0,1.0,0.777777777777778,1.0,1.0,1.0,1.0,0.5333333333333333,0.16342411856642794,0.9111111111111112,0.8833333333333333,0.5335791280722034,Moderate,78
JomeDesign,0.08823529411764705,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.21103716711534629,1.0,0.75,0.5330333893260435,Moderate,79
Paul Jones Clothing,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30000000000000004,0.16342411856642794,1.0,0.825,0.5328528055339903,Moderate,80
Playmakers,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30000000000000004,0.16342411856642794,1.0,0.825,0.5328528055339903,Moderate,80
Dp Fami,0.04403346543372963,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13210039630118886,0.1871852172111252,1.0,0.7830250990752972,0.531529824626053,Moderate,81
blooming jelly,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.16342411856642794,1.0,0.8125,0.5289676345014005,Moderate,82
Qekoma,0.3333333333333333,0.0,1.0,0.09090909090909105,1.0,1.0,1.0,1.0,0.0,0.3432956353067862,0.6363636363636364,0.75,0.5270877340025022,Moderate,83
GIISAM,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.3432956353067862,0.5999999999999999,0.75,0.5199677212513725,Moderate,84
FashionShop26,0.0,0.0,1.0,0.4444444444444444,1.0,1.0,1.0,1.0,0.6666666666666667,0.16342411856642794,0.7777777777777777,0.9166666666666667,0.5178328707383006,Moderate,85
MEROKEETY,0.0,0.0,1.0,0.8333333333333335,1.0,1.0,1.0,1.0,0.23333333333333328,0.16342411856642794,0.9333333333333333,0.8083333333333333,0.5146192207801328,Moderate,86
Takshvi_USA,0.03333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9,0.18141127024046377,0.5999999999999999,0.975,0.5100293258801758,Moderate,87
Chicgal,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
MOERDENG OD,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
MIER SPORT,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Kayla Grecia,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Hey Dude Official,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
LIUJISHOP,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
HEAWISH Shoes,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
KuaiLu-XYL,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Kinglaman,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
HOVSIYLA,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Highest Quality Products,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Heymiss,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
ETTELO,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Fensace,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
FlastDecor,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Feethit,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
J.Ver Offical,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
GruntStyle,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Downtown Discountz,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
FIORRA USA,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Close range,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Charm City Run,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Yuanlu Inc.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
123(EXOPRT WAREHOUSE),0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
weiyimy,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
XZQTIVE BELT,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
BTFBM-US,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Asics America Corporation,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
FREDD MARSHALL,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
CAMEL CROWN DIRECT,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
ODOLY,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Larnmern Work,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
OFEEFAN,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
SneakerBoyUSA,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Soxx Supply,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Step & Style Collective,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
TASAMO,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
TBMPOY,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Puma Kids,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
SWORNOF,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
RuzeShoes,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
OutdoorVentures,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Pacers Running,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
OIIIO,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Orva Stores,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Liberty Brands US,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Pudolla Sports,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Plaid&Plain,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Per Zeal,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
VANGOS,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Wiskicks,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Tobias Direct Store,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Sheplers,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
US SHANYI,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Shapermint,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
The Best Fast Deals,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
wangwangfa,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
jurunfeng,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
singolake,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
lionstill,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
kinzworth,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Ultra-Dry,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Angel Seller,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
Adokoo,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
AKAWOOKO,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,1.0,0.75,0.5095417793384516,Moderate,88
WaltZon,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.16342411856642794,0.7999999999999999,0.875,0.5092334195331361,Moderate,89
ZESICA,0.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,0.0,0.16342411856642794,0.98,0.75,0.5056257723253303,Moderate,90
rapoo,0.0,0.0,1.0,1.0,0.8,1.0,1.0,1.0,0.0,0.16342411856642794,0.96,0.75,0.5017097653122089,Moderate,91
SERNIAL Shoes,0.0,0.0,1.0,1.0,0.8,1.0,1.0,1.0,0.0,0.16342411856642794,0.96,0.75,0.5017097653122089,Moderate,91
EVALESS Flagship Shop,0.0,0.0,1.0,1.0,0.8,1.0,1.0,1.0,0.0,0.16342411856642794,0.96,0.75,0.5017097653122089,Moderate,91
LanRuiery,0.0,0.0,1.0,0.5454545454545455,1.0,1.0,0.5,1.0,0.6363636363636365,0.16342411856642794,0.8181818181818181,0.784090909090909,0.4845376365807753,Weak,92
Timeson,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.25335987693660705,1.0,0.5,0.4762113997743298,Weak,93
Woohoo Mart,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.16342411856642794,0.7999999999999999,0.75,0.4703817092072383,Weak,94
GlobeCarry,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.16342411856642794,0.7999999999999999,0.75,0.4703817092072383,Weak,94
KIDMI,0.0,0.0,1.0,1.0,1.0,1.0,0.44999999999999984,1.0,0.0,0.16342411856642794,1.0,0.6124999999999998,0.46680489797996405,Weak,95
quanzhouhuioumaoyiyouxiangongsi,0.0,0.0,1.0,1.0,1.0,1.0,0.44999999999999984,1.0,0.0,0.16342411856642794,1.0,0.6124999999999998,0.46680489797996405,Weak,95
RebeyDirect,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9,0.16342411856642794,1.0,0.4750000000000001,0.42406801662147653,Weak,96
THE GYM PEOPLE,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.16342411856642794,1.0,0.25000000000000006,0.3541349380348605,Weak,97
